Crop,Block,Tube number,Label code,Date imaged,Field Tech,Date Analyzed,Lab tech,Calibration image,Bad frames?,Deepest roots,# frames with roots,Notes
Miscanthus,3,43,3M3,2012-06-07,TAW,2013-11-07,CRS,06_05(A),"L010,40 blur",90,10,L060 blur but lots traced
Miscanthus,3,44,3M4,2012-06-07,TAW,2013-11-24,CRS,06_05(A),,90,12,
Miscanthus,4,45,4M1,2012-06-07,TAW,2013-07-30,JNR,06_05(A),,100,12,
Miscanthus,4,46,4M2,2012-06-07,TAW,2013-07-30,JNR,06_05(A),,100,14,
Miscanthus,4,47,4M3,2012-06-07,TAW,2013-07-30,JNR,06_05(A),,95,16,
Miscanthus,4,48,4M4,2012-06-07,TAW,2013-07-30,JNR,06_05(A),L010 is blurry as is L035,100,13,
Switch,0,49,0S2,2012-06-07,TAW,2013-11-26,CRS,06_05(A),L095 blur,100,19,
Switch,0,50,0S3,2012-06-07,TAW,2013-12-30,CRS,06_05(A),,105,16,L030 blur but traced
Switch,0,51,0S5,2012-06-07,TAW,2013-12-30,CRS,06_05(A),,105,10,"Some water in lower pictures, but all tracable"
Switch,0,52,0S6,2012-06-07,TAW,2013-12-30,CRS,06_05(A), L090 blur,105,14,Debris in L010
Switch,0,53,0S8,2012-06-07,TAW,2014-01-02,CRS,06_05(A),,105,18,
Switch,0,54,0S9,2012-06-07,TAW,2014-01-02,CRS,06_05(A),95-110,80,15,Condensation in lower frames; 95+ bad
Switch,0,55,0S12,2012-06-07,TAW,2014-01-03,CRS,06_05(A),L090 blur,95,16,labeled 0s12
Switch,0,56,0S12,2012-06-07,TAW,2014-01-03,CRS,06_05(A),,105,18,
Switch,1,57,1S1,2012-06-05,TAW,2013-07-30,JNR,06_05(A),,100,11,
Switch,1,58,1S2,2012-06-05,TAW,2013-08-02,JNR,06_05(A),,95,18,
Switch,1,59,1S3,2012-06-05,TAW,2013-08-05,JNR,06_05(A),,85,4,L001 and L005 above ground
Switch,1,60,1S4,2012-06-05,TAW,2013-08-05,JNR,06_05(A),,100,13,
Switch,2,61,2S1,2012-06-05,TAW,2013-08-05,JNR,06_05(A),,65,7,
Switch,2,62,2S2,,,,JNR,,,,,Not present
Switch,2,63,2S3,2012-06-05,TAW,2013-08-05,JNR,06_05(A),L020 is too blurry,85,14,
Switch,2,64,2S4,2012-06-05,TAW,2013-08-06,JNR,06_05(A),L040 too blurry,100,18,
Switch,3,65,3S1,2012-06-07,TAW,2014-01-03,CRS,06_05(A),,110,19,
Switch,3,66,3S2,2012-06-07,TAW,2014-01-03,CRS,06_05(A),L050 blur,70,10,
Switch,3,67,3S3,,,,CRS,,,,,Not present
Switch,3,68,3S4,2012-06-07,TAW,2014-01-03,CRS,06_05(A),,90,15,
Switch,4,69,4S1,2012-60-07,TAW,2013-08-06,JNR,06_05(A),,90,16,
Switch,4,70,4S2,2012-60-07,TAW,2013-08-06,JNR,06_05(A),L055 is too undefined to get an accurate measurement,100,15,
Switch,4,71,4S3,2012-60-07,TAW,2013-08-06,JNR,06_05(A),L030 is too blurry as is L090 and L100,100,16,
Switch,4,72,4S4,2012-60-07,TAW,2013-08-06,JNR,06_05(A),L040 too distorted by water outside of tube,100,20,
Prairie,0,73,0P2,2012-06-07,TAW,2014-01-04,CRS,06_05(A),,110,16,
Prairie,0,74,0P3,2012-06-08,TAW,2014-01-07,CRS,06_05(A),L010 obscurred,110,11,
Prairie,0,75,0P5,2012-06-08,TAW,2014-01-07,CRS,06_05(A),L010115 obscurred,100,13,
Prairie,0,76,0P6,2012-06-08,TAW,2014-01-07,CRS,06_05(A),,110,18,
Prairie,0,77,0P7,2012-06-08,TAW,2014-01-08,CRS,06_05(A),L030 blur,100,20,
Prairie,0,78,0P9,2012-06-08,TAW,2014-01-08,CRS,06_05(A),,95,17,
Prairie,0,79,0P11,2012-06-08,TAW,2014-01-08,CRS,06_05(A),,100,13,
Prairie,0,80,0P12,2012-06-08,TAW,2014-01-08,CRS,06_05(A),,95,16,
Prairie,1,81,1P1,2012-06-05,TAW,2013-08-07,JNR,06_05(A),,80,12,
Prairie,1,82,1P2,2012-06-05,TAW,2013-08-07,JNR,06_05(A),L020 has half of the frame too wet to see well enough but does have roots as does L075.,100,16,L001-L005 above ground. Untracable frames (2) counted in total frames with roots
Prairie,1,83,1P3,2012-06-05,TAW,2013-08-07,JNR,06_05(A),L020 is too smeared weith dirt to trace ,95,18,Blurry frames counted in total
Prairie,1,84,1P4,2012-06-05,TAW,2013-08-07,JNR,06_05(A),L050 too blurry,100,18,Blurry frames counted in total
Prairie,2,85,2P1,2012-06-05,TAW,2013-08-07,JNR,06_05(A),L045 too blurry,85,14,Blurry frames counted in total
Prairie,2,86,2P2,2012-06-05,TAW,2013-08-08,JNR,06_05(A),L020 and L030 too blurry,100,12,Blurry frames counted in total
Prairie,2,87,2P3,2012-06-05,TAW,2013-08-08,JNR,06_05(A),,85,16,
Prairie,2,88,2P4,2012-06-05,TAW,2013-08-08,JNR,06_05(A),L020 blurry,100,18,Blurry frames counted in total
Prairie,3,89,3P1,2012-06-07,TAW,2014-01-08,CRS,06_05(A),,100,17,
Prairie,3,90,3P2,2012-06-07,TAW,2014-01-09,CRS,06_05(A),,100,15,
Prairie,3,91,3P3,2012-06-07,TAW,2014-01-09,CRS,06_05(A),,85,11,
Prairie,3,92,3P4,2012-06-07,TAW,2014-01-09,CRS,06_05(A),,110,21,
Prairie,4,93,4P1,2012-06-07,TAW,2013-08-09,JNR,06_05(A),,100,12,
Prairie,4,94,4P2,2012-06-07,TAW,2013-08-09,JNR,06_05(A),,90,16,
Prairie,4,95,4P3,2012-06-07,TAW,2013-08-09,JNR,06_05(A),,100,18,
Prairie,4,96,4P4,2012-06-07,TAW,2013-08-09,JNR,06_05(A),,100,17,L001 and L005 are both above ground
