Crop,Block,Tube number,Label code,Date imaged,Field Tech,Date Analyzed,Lab tech,Calibration image,Bad frames?,Deepest roots,# frames with roots,Notes
Switch,1,60,1S4,2012-06-20,TAW,2013-07-19,JNR,06_20,,100,16,
Switch,2,61,2S1,2012-06-20,TAW,2013-07-19,JNR,06_20,,85,13,
Switch,2,62,2S2,,,,JNR,,,,,Does not exist
Switch,2,63,2S3,2012-06-20,TAW,2013-07-19,JNR,06_20,,85,15,
Switch,2,64,2S4,2012-06-20,TAW,2013-07-19,JNR,06_20,,100,18,L001 above ground (full frame)
Switch,3,65,3S1,2012-06-20,TAW,2013-08-16,CRS,06_20,L045 water,110,17,
Switch,3,66,3S2,2012-06-20,TAW,2013-08-16,CRS,06_20,L035 water; L090 too faint; 110 dirt on inside; L060-95 almost no roots (but images good),10,,"Tube is low bat, gets bad after 60"
Switch,3,67,3S3,2012-06-20,TAW,2013-08-16,CRS,06_20,L005 tape,85,9,Tube is low bat; L060+ are all extremely fuzzy from low bat
Switch,3,68,3S4,2012-06-20,TAW,2013-08-16,CRS,06_20,L005 tape,90,17,Tube is low bat
Switch,4,69,4S1,2012-06-21,LYF,2013-07-19,JNR,06_21,,90,17,Black and white pictures
Switch,4,70,4S2,2012-06-21,LYF,2013-07-22,JNR,06_21,Too blurry due to water dropplets (Multiple locations),100,,Check over tube to see which frames can be recorded
Switch,4,71,4S3,2012-06-21,LYF,2013-07-22,JNR,06_21,L090 and L100 too blurry,100,15,Black and white pictures
Switch,4,72,4S4,2012-06-21,LYF,2013-07-22,JNR,06_21,"L040 is half too blurry.  L050 may be too blurry from water, check.",110,22,Check L040 and L050 (have roots and are counted in total roots number)
Prairie,0,73,0P2,2012-06-21,LYF,2013-08-16,CRS,06_21,L001 bluescreen,105,21,
Prairie,0,74,0P3,2012-06-21,LYF,2013-08-19,CRS,06_21,,95,14,L080 top half colored bottom half blackandwhite
Prairie,0,75,0P5,2012-06-21,LYF,2013-08-19,CRS,06_21,,110,18,
Prairie,0,76,0P6,2012-06-22,LYF,2013-08-19,CRS,06_22,,110,18,
Prairie,0,77,0P7,2012-06-22,LYF,2013-08-19,CRS,06_22,"L015, 110 water blur; L035 blur",105,18,
Prairie,0,78,0P9,2012-06-22,LYF,2013-08-20,CRS,06_22,L100 water reflection,110,18,
Prairie,0,79,0P11,2012-06-22,LYF,2013-08-20,CRS,06_22,,105,18,
Prairie,0,80,0P12,2012-06-21,LYF,2013-08-26,CRS,06_21,,,19,L115 is a calibration image
Prairie,1,81,1P1,2012-06-20,TAW,2013-07-23,JNR,06_20,,100,14,"L001 above ground, L005 50% above ground"
Prairie,1,82,1P2,2012-06-20,TAW,2013-07-23,JNR,06_20,L075 is too wet,95,17,Ground level at L010 (bottom 20%)
Prairie,1,83,1P3,2012-06-20,TAW,2013-07-23,JNR,06_20,,95,13,L001 and L005 above ground
Prairie,1,84,1P4,2012-06-20,TAW,2013-07-23,JNR,06_20,,100,20,
Prairie,2,85,2P1,2012-06-20,TAW,2013-07-25,JNR,06_20,,75,14,
Prairie,2,86,2P2,2012-06-20,TAW,2013-07-25,JNR,06_20,L020 blurry,100,11,blurry root frame included in frames with roots count.
Prairie,2,87,2P3,2012-06-20,TAW,2013-07-25,JNR,06_20,,85,15,"L001, L005 above ground"
Prairie,2,88,2P4,2012-06-20,TAW,2013-07-25,JNR,06_20,,90,18,L025 is too blurry
Prairie,3,89,3P1,2012-06-20,TAW,2013-08-26,CRS,06_20,"L085-95,110 blurry + low bat",105,16,
Prairie,3,90,3P2,2012-06-20,TAW,2013-08-26,CRS,06_20,"L010, 95-110 lowbat and blurry",90,15,
Prairie,3,91,3P3,2012-06-20,TAW,2013-09-23,CRS,06_20,L035 blur,90,14,
Prairie,3,92,3P4,2012-06-20,TAW,2013-09-30,CRS,06_20,,100,16,L070 watery but traced;
Prairie,4,93,4P1,2012-06-21,LYF,2013-07-29,JNR,,,110,14,
Prairie,4,94,4P2,2012-06-21,LYF,2013-07-29,JNR,,,95,17,
Prairie,4,95,4P3,2012-06-21,LYF,2013-07-29,JNR,,L040 and L080 blurry,100,20,
Prairie,4,96,4P4,2012-06-21,LYF,2013-07-29,JNR,,,100,16,
