"","Img","MeasDate","MeasTime","Tube","Location","PxSizeH","PxSizeV","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","Crop","RepSet","AnyRootsRef","AnyRootsLog","AnyRootsTrace","Subject","Frame"
"111","CONSISTEST_T001_L011_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,11,0.024011,0.025105,26.519,6.1627,19.3607,2.3239,1.219,5,26.519,6.1627,19.3607,2.3239,1.219,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0501,2.8826,7.837,4.8375,5.1933,4.7641,0.9545,0,0,0,0.0156,1.2355,4.2162,3.6106,4.4009,4.739,1.1429,0,0,0,0.005,0.3933,1.3421,1.1493,1.4009,1.5085,0.3638,0,0,0,4e-04,0.0425,0.1808,0.2149,0.2973,0.3753,0.109,0,0,0,1,1,1,1,1,0,0,0,0,"Corn",0,"y","y","y","MPD",11
"112","CONSISTEST_T001_L012_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,12,0.024011,0.025105,22.3608,4.6241,14.5271,2.068,0.787,6,22.3608,4.6241,14.5271,2.068,0.787,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.1714,2.7965,10.4908,3.9022,0,0,0,0,0,0,2.2292,1.5747,7.4611,3.2621,0,0,0,0,0,0,0.7096,0.5013,2.3749,1.0384,0,0,0,0,0,0,0.077,0.071,0.4229,0.2171,0,0,0,0,0,0,3,1,2,0,0,0,0,0,"Misc",5,"y","y","y","MPD",12
"113","CONSISTEST_T001_L013_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,13,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","MPD",13
"114","CONSISTEST_T001_L014_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,14,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","MPD",14
"115","CONSISTEST_T001_L015_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,15,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","MPD",15
"116","CONSISTEST_T001_L016_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,16,0.024011,0.025105,10.8998,2.106,6.616,1.9321,0.327,2,10.8998,2.106,6.616,1.9321,0.327,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9.0395,0.6926,1.1678,0,0,0,0,0,0,0,5.1443,0.4895,0.9822,0,0,0,0,0,0,0,1.6375,0.1558,0.3126,0,0,0,0,0,0,0,0.2339,0.0275,0.0658,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Misc",0,"y","y","y","MPD",16
"117","CONSISTEST_T001_L017_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,17,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prairie",0,"n","n","n","MPD",17
"118","CONSISTEST_T001_L018_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,18,0.024011,0.025105,10.1803,2.0355,6.3946,1.9994,0.322,4,10.1803,2.0355,6.3946,1.9994,0.322,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7.7302,2.4501,0,0,0,0,0,0,0,0,4.6719,1.7227,0,0,0,0,0,0,0,0,1.4871,0.5484,0,0,0,0,0,0,0,0,0.2251,0.0967,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Prairie",11,"y","y","y","MPD",18
"119","CONSISTEST_T001_L019_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,19,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","MPD",19
"120","CONSISTEST_T001_L020_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,20,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","MPD",20
"121","CONSISTEST_T001_L021_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,21,0.024011,0.025105,19.0648,8.8427,27.7802,4.6382,3.758,4,19.0648,8.8427,27.7802,4.6382,3.758,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.3571,8.2216,1.6699,1.7721,7.0441,0,0,0,0,0,0.3336,8.3048,2.0094,2.381,14.7514,0,0,0,0,0,0.1062,2.6435,0.6396,0.7579,4.6955,0,0,0,0,0,0.0248,0.6681,0.1925,0.2548,2.6187,0,0,0,0,0,0,3,0,0,1,"Switch",0,"y","y","y","MPD",21
"122","CONSISTEST_T001_L022_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,22,0.024011,0.025105,3.9477,0.7912,2.4856,2.0042,0.127,1,3.9477,0.7912,2.4856,2.0042,0.127,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.3044,1.6432,0,0,0,0,0,0,0,0,1.2804,1.2052,0,0,0,0,0,0,0,0,0.4076,0.3836,0,0,0,0,0,0,0,0,0.0567,0.0705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Prairie",0,"y","y","y","MPD",22
"123","CONSISTEST_T001_L023_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,23,0.024011,0.025105,6.1613,1.2105,3.8028,1.9646,0.187,1,6.1613,1.2105,3.8028,1.9646,0.187,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6.1613,0,0,0,0,0,0,0,0,0,3.8028,0,0,0,0,0,0,0,0,0,1.2105,0,0,0,0,0,0,0,0,0,0.1868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Prairie",0,"y","y","y","MPD",23
"124","CONSISTEST_T001_L024_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,24,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","MPD",24
"125","CONSISTEST_T001_L025_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,25,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","MPD",25
"126","CONSISTEST_T001_L026_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,26,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"y","n","n","MPD",26
"127","CONSISTEST_T001_L027_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,27,0.024011,0.025105,10.7626,4.1673,13.092,3.872,1.268,1,10.7626,4.1673,13.092,3.872,1.268,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10.7626,0,0,0,0,0,0,0,0,0,13.092,0,0,0,0,0,0,0,0,0,4.1673,0,0,0,0,0,0,0,0,0,1.2681,0,0,0,0,0,0,0,0,0,1,0,0,"Prairie",0,"y","y","y","MPD",27
"128","CONSISTEST_T001_L028_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,28,0.024011,0.025105,20.2958,3.6264,11.3928,1.7868,0.512,2,20.2958,3.6264,11.3928,1.7868,0.512,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17.729,2.5668,0,0,0,0,0,0,0,0,9.6561,1.7367,0,0,0,0,0,0,0,0,3.0736,0.5528,0,0,0,0,0,0,0,0,0.4188,0.0936,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Prairie",12,"y","y","y","MPD",28
"129","CONSISTEST_T001_L029_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,29,0.024011,0.025105,4.3005,1.1768,3.6971,2.7365,0.257,2,4.3005,1.1768,3.6971,2.7365,0.257,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2.5693,0.604,1.1273,0,0,0,0,0,0,0,1.9822,0.5601,1.1547,0,0,0,0,0,0,0,0.631,0.1783,0.3676,0,0,0,0,0,0,0,0.1217,0.0413,0.0943,0,0,0,0,0,0,0,1,0,1,0,0,0,"Switch",9,"y","y","y","MPD",29
"130","CONSISTEST_T001_L030_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,30,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","MPD",30
"131","CONSISTEST_T001_L031_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,31,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","MPD",31
"132","CONSISTEST_T001_L032_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,32,0.024011,0.025105,24.9323,3.7881,11.9007,1.5194,0.453,6,24.9323,3.7881,11.9007,1.5194,0.453,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19.1894,5.743,0,0,0,0,0,0,0,0,8.8841,3.0165,0,0,0,0,0,0,0,0,2.8279,0.9602,0,0,0,0,0,0,0,0,0.3273,0.1262,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,"Prairie",0,"y","n","y","MPD",32
"133","CONSISTEST_T001_L033_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,33,0.024011,0.025105,9.4858,1.8253,5.7344,1.9243,0.276,1,9.4858,1.8253,5.7344,1.9243,0.276,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9.4858,0,0,0,0,0,0,0,0,0,5.7344,0,0,0,0,0,0,0,0,0,1.8253,0,0,0,0,0,0,0,0,0,0.2764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Switch",0,"y","n","y","MPD",33
"134","CONSISTEST_T001_L034_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,34,0.024011,0.025105,22.3896,3.9787,12.4995,1.777,0.579,6,22.3896,3.9787,12.4995,1.777,0.579,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.4784,3.7362,10.4498,6.7253,0,0,0,0,0,0,0.4564,1.536,5.8914,4.6157,0,0,0,0,0,0,0.1453,0.4889,1.8753,1.4692,0,0,0,0,0,0,0.0112,0.0508,0.2652,0.2522,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,"Misc",5,"y","y","y","MPD",34
"135","CONSISTEST_T001_L035_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,35,0.024011,0.025105,70.363,25.2233,79.2412,3.5847,10.167,14,70.363,25.2233,79.2412,3.5847,10.167,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0067,12.0042,17.9632,8.0749,5.9671,0.4292,0.7457,0.7457,24.4264,0,0.0021,4.8175,10.2074,5.6937,5.18,0.4413,0.8785,0.9956,51.0253,0,7e-04,1.5335,3.2491,1.8123,1.6488,0.1405,0.2796,0.3169,16.2418,0,1e-04,0.1547,0.4633,0.3201,0.3583,0.0361,0.0824,0.1058,8.7198,0,1,3,4,3,0,1,0,0,2,"Prairie",0,"n","y","y","MPD",35
"136","CONSISTEST_T001_L036_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,36,0.024011,0.025105,1.461,0.1076,0.3382,0.7367,0.006,1,1.461,0.1076,0.3382,0.7367,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.461,0,0,0,0,0,0,0,0,0,0.3382,0,0,0,0,0,0,0,0,0,0.1076,0,0,0,0,0,0,0,0,0,0.0062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Corn",3,"y","n","y","MPD",36
"137","CONSISTEST_T001_L037_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,37,0.024011,0.025105,29.576,4.9584,15.5773,1.6765,0.685,12,29.576,4.9584,15.5773,1.6765,0.685,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.5813,7.5564,13.6863,4.752,0,0,0,0,0,0,1.1052,3.2842,7.9888,3.1991,0,0,0,0,0,0,0.3518,1.0454,2.5429,1.0183,0,0,0,0,0,0,0.0271,0.1144,0.3725,0.1715,0,0,0,0,0,0,3,5,3,1,0,0,0,0,0,"Switch",0,"y","y","y","MPD",37
"138","CONSISTEST_T001_L038_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,38,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",0,"y","y","n","MPD",38
"139","CONSISTEST_T001_L039_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,39,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"y","y","n","MPD",39
"140","CONSISTEST_T001_L040_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,40,0.024011,0.025105,18.3805,4.8112,15.1148,2.6176,1.096,2,18.3805,4.8112,15.1148,2.6176,1.096,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3.0565,4.5689,0,0,9.0581,1.6969,0,0,0,0,1.4158,2.4807,0,0,9.1647,2.0537,0,0,0,0,0.4507,0.7896,0,0,2.9172,0.6537,0,0,0,0,0.0522,0.1077,0,0,0.7382,0.1979,0,0,0,0,0,1,0,0,1,0,0,0,"Misc",4,"y","n","y","MPD",40
"141","CONSISTEST_T001_L041_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,41,0.024011,0.025105,7.9354,1.9986,6.2789,2.5186,0.396,1,7.9354,1.9986,6.2789,2.5186,0.396,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5.5144,2.421,0,0,0,0,0,0,0,0,4.256,2.0229,0,0,0,0,0,0,0,0,1.3547,0.6439,0,0,0,0,0,0,0,0,0.2614,0.1346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Corn",0,"y","y","y","MPD",41
"142","CONSISTEST_T001_L042_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,42,0.024011,0.025105,5.0605,1.4745,4.6322,2.9137,0.379,2,5.0605,1.4745,4.6322,2.9137,0.379,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.3607,2.0223,0,0,0,1.6776,0,0,0,0,0.8402,1.5023,0,0,0,2.2898,0,0,0,0,0.2674,0.4782,0,0,0,0.7289,0,0,0,0,0.0413,0.0891,0,0,0,0.2488,0,0,0,0,1,0,0,0,0,1,0,"Switch",9,"y","y","y","MPD",42
"143","CONSISTEST_T001_L043_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,43,0.024011,0.025105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",6,"y","n","n","MPD",43
"144","CONSISTEST_T001_L044_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,44,0.024011,0.025105,20.2831,5.6316,17.6922,2.7765,1.23,2,20.2831,5.6316,17.6922,2.7765,1.23,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20.2831,0,0,0,0,0,0,0,0,0,17.6922,0,0,0,0,0,0,0,0,0,5.6316,0,0,0,0,0,0,0,0,0,1.2297,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Prairie",12,"y","y","y","MPD",44
"145","CONSISTEST_T001_L045_2011.06.06_155541_001_CKB.jpg","6/20/2011","11:35:39",1,45,0.024011,0.025105,13.9786,5.839,18.3438,4.1771,2.027,2,13.9786,5.839,18.3438,4.1771,2.027,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1.6728,1.8567,0,0,3.2571,7.1921,0,0,0,0,1.2926,1.5338,0,0,4.3053,11.212,0,0,0,0,0.4114,0.4882,0,0,1.3704,3.5689,0,0,0,0,0.0795,0.1009,0,0,0.453,1.3937,0,0,0,0,1,0,0,0,0,1,"Prairie",0,"y","y","y","MPD",45
