"Tube","Img","MeasDate","MeasTime","Experiment","Location","Date","Time","Session","DataGatherer","ImgType","PxSizeH","PxSizeV","Fungae","Undefined","Undefined.1","Undefined.2","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","X","ImageNotes","X.1","MeasDateTime","DateTime","Month","Block","Species","Offset","Depth","rootvol.mm3.mm2","Date.c","Depth.c"
"1","EF2011_T001_L080_2011.08.05_130630_004_AP.jpg",2015-04-03,"08:52:58","EF2011",80,2011-08-05,"130630",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",91.2307,25.4945,80.0932,2.7945,10.29,18,91.2307,25.4945,80.0932,2.7945,10.29,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11.3903,25.9397,17.248,7.1715,7.8758,2.5363,4.0872,3.2327,11.7492,0,3.0995,10.5855,9.483,4.9614,7.0836,2.6059,4.7068,4.1328,33.4347,0,0.9866,3.3695,3.0185,1.5793,2.2548,0.8295,1.4982,1.3155,10.6426,0,0.0678,0.3454,0.4166,0.2739,0.5076,0.2131,0.4315,0.4205,7.6263,0,6,5,5,0,0,0,1,0,1,NA,"",NA,2015-04-03 08:52:58,2011-08-05 13:06:30,"August","0","Cornsoy",21,93,0.052691237303681,1.21640488656158,33.8784176847004
"1","EF2011_T001_L085_2011.08.05_130633_004_AP.jpg",2015-04-03,"08:52:58","EF2011",85,2011-08-05,"130633",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",118.8256,34.3931,108.0492,2.8944,9.057,23,118.8256,34.3931,108.0492,2.8944,9.057,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.8351,15.3504,20.7782,12.1279,4.0953,16.1517,24.0204,19.9852,4.4814,0,0.5196,6.2394,11.0161,8.3624,3.581,16.5127,28.0346,26.8078,6.9757,0,0.1654,1.9861,3.5065,2.6618,1.1399,5.2561,8.9237,8.5332,2.2204,0,0.0117,0.203,0.4663,0.4615,0.2499,1.3451,2.6062,2.8621,0.8641,0,3,8,3,3,2,1,1,2,0,NA,"",NA,2015-04-03 08:52:58,2011-08-05 13:06:33,"August","0","Cornsoy",21,99,0.0463775059532982,1.21640488656158,39.8784176847004
"1","EF2011_T001_L090_2011.08.05_130635_004_AP.jpg",2015-04-03,"08:52:58","EF2011",90,2011-08-05,"130635",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",33.2704,8.9394,28.0839,2.6869,2.655,11,33.2704,8.9394,28.0839,2.6869,2.655,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8.5653,5.393,2.3829,3.1169,0.2747,0.2747,0.2747,0.2747,12.7136,0,2.2689,2.0054,1.3079,2.2648,0.2373,0.2804,0.3236,0.3667,19.0288,0,0.7222,0.6383,0.4163,0.7209,0.0755,0.0893,0.103,0.1167,6.0571,0,0.0485,0.0597,0.0572,0.1313,0.0163,0.0228,0.0303,0.039,2.2671,0,9,0,1,1,0,0,0,0,0,NA,"",NA,2015-04-03 08:52:58,2011-08-05 13:06:35,"August","0","Cornsoy",21,105,0.0135952609369556,1.21640488656158,45.8784176847004
"1","EF2011_T001_L095_2011.08.05_130638_004_AP.jpg",2015-04-03,"08:52:58","EF2011",95,2011-08-05,"130638",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",84.9342,24.5914,77.2561,2.8953,7.297,16,84.9342,24.5914,77.2561,2.8953,7.297,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2.4106,27.412,3.7841,8.0579,1.6923,5.6597,12.1725,4.3332,19.4117,0,0.6942,10.4246,1.9778,5.3523,1.4442,5.9978,14.3437,5.7185,31.3031,0,0.221,3.3182,0.6296,1.7037,0.4597,1.9091,4.5657,1.8203,9.9641,0,0.0159,0.3176,0.0826,0.2835,0.0981,0.5061,1.3459,0.6008,4.0699,0,1,6,3,4,0,0,2,0,0,NA,"",NA,2015-04-03 08:52:58,2011-08-05 13:06:38,"August","0","Cornsoy",21,111,0.0373652049178776,1.21640488656158,51.8784176847004
"1","EF2011_T001_L055_2011.08.05_130618_004_AP.jpg",2015-04-03,"08:52:58","EF2011",55,2011-08-05,"130618",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",85.4053,11.9109,37.4191,1.3946,1.338,13,85.4053,11.9109,37.4191,1.3946,1.338,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5.9834,48.8195,29.8498,0.7526,0,0,0,0,0,0,1.7034,19.9786,15.2342,0.5029,0,0,0,0,0,0,0.5422,6.3594,4.8492,0.1601,0,0,0,0,0,0,0.0386,0.6544,0.6205,0.0267,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,NA,"",NA,2015-04-03 08:52:58,2011-08-05 13:06:18,"August","0","Cornsoy",21,64,0.00685139703715502,1.21640488656158,4.87841768470041
"1","EF2011_T001_L065_2011.08.05_130623_004_AP.jpg",2015-04-03,"08:52:58","EF2011",65,2011-08-05,"130623",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",25.3069,3.4145,10.7269,1.3492,0.379,4,25.3069,3.4145,10.7269,1.3492,0.379,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4.6944,13.3267,6.9807,0.305,0,0,0,0,0,0,1.3169,5.3131,3.9039,0.193,0,0,0,0,0,0,0.4192,1.6912,1.2426,0.0614,0,0,0,0,0,0,0.0295,0.1695,0.174,0.0097,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,NA,"",NA,2015-04-03 08:52:58,2011-08-05 13:06:23,"August","0","Cornsoy",21,76,0.00194071709796842,1.21640488656158,16.8784176847004
"2","EF2011_T002_L005_2011.08.05_133158_004_AP.jpg",2015-04-03,"09:52:26","EF2011",5,2011-08-05,"133158",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:31:58,"August","0","Cornsoy",23,4,0,1.21640488656158,-55.1215823152996
"2","EF2011_T002_L020_2011.08.05_133206_004_AP.jpg",2015-04-03,"09:52:26","EF2011",20,2011-08-05,"133206",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",10.2355,1.595,5.011,1.5583,0.218,2,10.2355,1.595,5.011,1.5583,0.218,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.5486,3.3637,1.9401,3.3831,0,0,0,0,0,0,0.4479,1.1755,1.0091,2.3784,0,0,0,0,0,0,0.1426,0.3742,0.3212,0.7571,0,0,0,0,0,0,0.0103,0.0327,0.0419,0.1331,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:06,"August","0","Cornsoy",23,21,0.00111629637825097,1.21640488656158,-38.1215823152996
"2","EF2011_T002_L025_2011.08.05_133208_004_AP.jpg",2015-04-03,"09:52:26","EF2011",25,2011-08-05,"133208",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",6.8806,1.2208,3.8351,1.7742,0.174,2,6.8806,1.2208,3.8351,1.7742,0.174,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.0737,3.4129,2.394,0,0,0,0,0,0,0,0.4811,1.742,1.612,0,0,0,0,0,0,0,0.1531,0.5545,0.5131,0,0,0,0,0,0,0,0.0172,0.0709,0.0865,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:08,"August","0","Cornsoy",23,27,0.000890988852365451,1.21640488656158,-32.1215823152996
"2","EF2011_T002_L010_2011.08.05_133200_004_AP.jpg",2015-04-03,"09:52:26","EF2011",10,2011-08-05,"133200",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:00,"August","0","Cornsoy",23,10,0,1.21640488656158,-49.1215823152996
"2","EF2011_T002_L015_2011.08.05_133203_004_AP.jpg",2015-04-03,"09:52:26","EF2011",15,2011-08-05,"133203",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",8.2239,2.2413,7.0412,2.7253,0.505,2,8.2239,2.2413,7.0412,2.7253,0.505,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.3778,2.7165,1.0566,1.6961,1.3769,0,0,0,0,0,0.8017,1.954,0.9462,1.7539,1.5853,0,0,0,0,0,0.2552,0.622,0.3012,0.5583,0.5046,0,0,0,0,0,0.0371,0.112,0.0675,0.1444,0.1453,0,0,0,0,0,1,0,1,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:03,"August","0","Cornsoy",23,16,0.00258591592209513,1.21640488656158,-43.1215823152996
"2","EF2011_T002_L030_2011.08.05_133210_004_AP.jpg",2015-04-03,"09:52:26","EF2011",30,2011-08-05,"133210",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",34.425,8.743,27.4669,2.5397,2.778,8,34.425,8.743,27.4669,2.5397,2.778,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8.0945,15.7617,3.9407,0.704,0.1862,0.1862,0.1862,5.3654,0,0,3.3206,8.3249,2.7348,0.5943,0.1901,0.2193,0.2486,11.8343,0,0,1.057,2.6499,0.8705,0.1892,0.0605,0.0698,0.0791,3.767,0,0,0.1092,0.3514,0.1514,0.0399,0.0154,0.0206,0.0264,2.098,0,0,3,3,1,1,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:10,"August","0","Cornsoy",23,33,0.0142250978843174,1.21640488656158,-26.1215823152996
"2","EF2011_T002_L035_2011.08.05_133213_004_AP.jpg",2015-04-03,"09:52:26","EF2011",35,2011-08-05,"133213",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",141.909,26.7581,84.063,1.8856,5.407,28,141.909,26.7581,84.063,1.8856,5.407,28,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6.1963,65.8396,39.1764,8.0171,3.6122,0.7767,2.035,3.3118,12.9438,0,1.5388,26.3328,20.2079,5.2199,3.1878,0.793,2.4136,4.4075,19.9617,0,0.4898,8.382,6.4324,1.6616,1.0147,0.2524,0.7683,1.403,6.354,0,0.0311,0.8454,0.8321,0.2708,0.2239,0.0644,0.2279,0.4669,2.4556,0,4,13,8,1,0,0,1,0,1,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:13,"August","0","Cornsoy",23,39,0.027687222555977,1.21640488656158,-20.1215823152996
"2","EF2011_T002_L040_2011.08.05_133215_004_AP.jpg",2015-04-03,"09:52:26","EF2011",40,2011-08-05,"133215",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",97.667,19.0405,59.8176,1.9495,5.608,24,97.667,19.0405,59.8176,1.9495,5.608,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0.1849,8.5097,28.5373,49.3262,2.4411,1.6978,3.0311,0,0,3.9388,0.0276,2.3374,11.4826,26.3762,1.6727,1.4724,3.061,0,0,13.3878,0.0088,0.744,3.655,8.3958,0.5324,0.4687,0.9743,0,0,4.2615,3e-04,0.0517,0.371,1.1265,0.0916,0.1018,0.2462,0,0,3.6211,1,3,5,13,1,0,0,0,0,1,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:15,"August","0","Cornsoy",23,45,0.0287164682992267,1.21640488656158,-14.1215823152996
"2","EF2011_T002_L055_2011.08.05_133223_004_AP.jpg",2015-04-03,"09:52:26","EF2011",55,2011-08-05,"133223",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",70.384,10.4733,32.9029,1.488,1.291,15,70.384,10.4733,32.9029,1.488,1.291,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2.0543,40.3198,18.9565,9.0534,0,0,0,0,0,0,0.5291,16.1603,10.0626,6.1509,0,0,0,0,0,0,0.1684,5.144,3.203,1.9579,0,0,0,0,0,0,0.0111,0.5194,0.4274,0.3346,0,0,0,0,0,0,0,9,4,2,0,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:23,"August","0","Cornsoy",23,62,0.00661072763450458,1.21640488656158,2.87841768470041
"2","EF2011_T002_L065_2011.08.05_133228_004_AP.jpg",2015-04-03,"09:52:26","EF2011",65,2011-08-05,"133228",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",19.5315,3.8575,12.1188,1.975,0.645,7,19.5315,3.8575,12.1188,1.975,0.645,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0997,4.5208,2.4583,11.0651,0.2223,1.1654,0,0,0,0,0.0298,1.6329,1.3566,7.7492,0.2071,1.1432,0,0,0,0,0.0095,0.5198,0.4318,2.4666,0.0659,0.3639,0,0,0,0,7e-04,0.0471,0.0601,0.4329,0.0154,0.0893,0,0,0,0,1,2,2,1,1,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:28,"August","0","Cornsoy",23,74,0.00330280350445814,1.21640488656158,14.8784176847004
"2","EF2011_T002_L070_2011.08.05_133231_004_AP.jpg",2015-04-03,"09:52:26","EF2011",70,2011-08-05,"133231",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",15.1046,2.6972,8.4736,1.7857,0.402,4,15.1046,2.6972,8.4736,1.7857,0.402,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.9558,0.9362,9.4685,3.4039,0.2593,0.0807,0,0,0,0,0.2297,0.3274,5.1069,2.5075,0.2241,0.078,0,0,0,0,0.0731,0.1042,1.6256,0.7982,0.0713,0.0248,0,0,0,0,0.0044,0.0091,0.2197,0.148,0.0154,0.006,0,0,0,0,0,1,2,0,0,1,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:31,"August","0","Cornsoy",23,80,0.00205849148649949,1.21640488656158,20.8784176847004
"2","EF2011_T002_L075_2011.08.05_133233_004_AP.jpg",2015-04-03,"09:52:26","EF2011",75,2011-08-05,"133233",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",2.8205,0.4723,1.4837,1.6745,0.068,2,2.8205,0.4723,1.4837,1.6745,0.068,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.0721,1.2121,0.0858,0.4505,0,0,0,0,0,0,0.3968,0.6438,0.0604,0.3828,0,0,0,0,0,0,0.1263,0.2049,0.0192,0.1219,0,0,0,0,0,0,0.0117,0.0273,0.0034,0.0259,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:33,"August","0","Cornsoy",23,86,0.000348202540004889,1.21640488656158,26.8784176847004
"2","EF2011_T002_L080_2011.08.05_133236_004_AP.jpg",2015-04-03,"09:52:26","EF2011",80,2011-08-05,"133236",4,"AP","Clr",0.022091,0.022989,"-","-","-","-",21.7601,3.2042,10.0663,1.4725,0.416,8,21.7601,3.2042,10.0663,1.4725,0.416,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2.6423,11.8106,3.7355,2.3355,0.9428,0.2934,0,0,0,0,0.7281,4.5975,1.9164,1.726,0.8145,0.2837,0,0,0,0,0.2318,1.4634,0.61,0.5494,0.2593,0.0903,0,0,0,0,0.0161,0.1434,0.0786,0.1018,0.056,0.0218,0,0,0,0,4,4,0,0,0,0,0,0,0,NA,"",NA,2015-04-03 09:52:26,2011-08-05 13:32:36,"August","0","Cornsoy",23,91,0.00213018024473579,1.21640488656158,31.8784176847004
