"","Img","MeasDate","MeasTime","Experiment","Tube","Location","Date","Time","Session","DataGatherer","ImgType","PxSizeH","PxSizeV","Fungae","Undefined","Undefined.1","Undefined.2","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","X","ImageNotes","X.1","Species","Block","Depth","ImgArea.mm2","mmroot.per.cm2"
"11","EF2010_T036_L050_2010.05.27_133359_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,50,"2010.05.27",133359,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",26.9282,1.4172,4.4521,0.5263,0.127,3,26.9282,1.4172,4.4521,0.5263,0.127,3,0,0,0,0,0,0,0,0,0,0,0,0,10,21.5465,0.863,0.863,3.6556,0,0,0,0,0,0,1.6954,0.2033,0.3389,2.2144,0,0,0,0,0,0,0.5397,0.0647,0.1079,0.7049,0,0,0,0,0,0,0.0107,0.0038,0.0106,0.107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",58,236.21110277856,11.4000568488283
"12","EF2010_T036_L055_2010.05.27_133402_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,55,"2010.05.27",133402,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",64,236.21110277856,0
"13","EF2010_T036_L060_2010.05.27_133405_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,60,"2010.05.27",133405,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",70,236.21110277856,0
"14","EF2010_T036_L065_2010.05.27_133408_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,65,"2010.05.27",133408,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",76,236.21110277856,0
"15","EF2010_T036_L070_2010.05.27_133411_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,70,"2010.05.27",133411,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",82,236.21110277856,0
"16","EF2010_T036_L075_2010.05.27_133415_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,75,"2010.05.27",133415,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",9.1128,1.3759,4.3225,1.5099,0.202,1,9.1128,1.3759,4.3225,1.5099,0.202,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2.2387,0.2013,0.2013,6.4716,0,0,0,0,0,0,0.1784,0.0474,0.079,4.0177,0,0,0,0,0,0,0.0568,0.0151,0.0252,1.2789,0,0,0,0,0,0,0.0011,9e-04,0.0025,0.1986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",88,236.21110277856,3.85790502343277
"17","EF2010_T036_L080_2010.05.27_133418_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,80,"2010.05.27",133418,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",94,236.21110277856,0
"18","EF2010_T036_L085_2010.05.27_133421_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,85,"2010.05.27",133421,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",24.674,2.7194,8.5433,1.1021,0.369,3,24.674,2.7194,8.5433,1.1021,0.369,3,0,0,0,0,0,0,0,0,0,0,0,0,10,11.427,1.4025,1.4025,6.0151,4.4271,0,0,0,0,0,0.918,0.3304,0.5507,3.6451,3.0991,0,0,0,0,0,0.2922,0.1052,0.1753,1.1603,0.9865,0,0,0,0,0,0.006,0.0062,0.0172,0.1763,0.1726,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,NA,"",NA,"Miscanthus","1",99,236.21110277856,10.4457409959815
"19","EF2010_T036_L090_2010.05.27_133424_001_AP.jpg","6/1/2010","11:20:59","EF2010",36,90,"2010.05.27",133424,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",105,236.21110277856,0
"58","EF2010_T034_L001_2010.05.27_134707_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,1,"2010.05.27",134707,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",1,236.21110277856,0
"59","EF2010_T034_L005_2010.05.27_134732_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,5,"2010.05.27",134732,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",6,236.21110277856,0
"60","EF2010_T034_L010_2010.05.27_134735_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,10,"2010.05.27",134735,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",8.5311,1.1227,3.5269,1.316,0.15,3,8.5311,1.1227,3.5269,1.316,0.15,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2.4731,0.656,0.656,4.7459,0,0,0,0,0,0,0.2057,0.1546,0.2576,2.909,0,0,0,0,0,0,0.0655,0.0492,0.082,0.926,0,0,0,0,0,0,0.0014,0.0029,0.0081,0.1421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",12,236.21110277856,3.61164225544369
"61","EF2010_T034_L015_2010.05.27_134738_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,15,"2010.05.27",134738,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",5.3177,0.6565,2.0625,1.2346,0.087,2,5.3177,0.6565,2.0625,1.2346,0.087,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1.8192,0.386,0.386,2.7265,0,0,0,0,0,0,0.1494,0.091,0.1516,1.6705,0,0,0,0,0,0,0.0476,0.029,0.0483,0.5317,0,0,0,0,0,0,0.001,0.0017,0.0047,0.0816,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",18,236.21110277856,2.25124896224085
"62","EF2010_T034_L020_2010.05.27_134742_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,20,"2010.05.27",134742,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",1.2808,0.0318,0.0998,0.2479,0.001,1,1.2808,0.0318,0.0998,0.2479,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2808,0,0,0,0,0,0,0,0,0,0.0998,0,0,0,0,0,0,0,0,0,0.0318,0,0,0,0,0,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",23,236.21110277856,0.542226840708968
"63","EF2010_T034_L025_2010.05.27_134745_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,25,"2010.05.27",134745,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",23.5376,2.2697,7.1305,0.9643,0.321,6,23.5376,2.2697,7.1305,0.9643,0.321,6,0,0,0,0,0,0,0,0,0,0,0,0,10,14.1529,0.5971,0.5971,0.5971,7.5933,0,0,0,0,0,1.1143,0.1407,0.2345,0.3283,5.3128,0,0,0,0,0,0.3547,0.0448,0.0746,0.1045,1.6911,0,0,0,0,0,0.007,0.0026,0.0073,0.0144,0.2958,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,NA,"",NA,"Miscanthus","1",29,236.21110277856,9.96464591339117
"64","EF2010_T034_L030_2010.05.27_134748_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,30,"2010.05.27",134748,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",35,236.21110277856,0
"65","EF2010_T034_L035_2010.05.27_134752_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,35,"2010.05.27",134752,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",41,236.21110277856,0
"66","EF2010_T034_L040_2010.05.27_134755_001_AP.jpg","6/1/2010","15:48:49","EF2010",34,40,"2010.05.27",134755,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",2.682,0.5319,1.6711,1.9834,0.083,1,2.682,0.5319,1.6711,1.9834,0.083,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.682,0,0,0,0,0,0,0,0,0,1.6711,0,0,0,0,0,0,0,0,0,0.5319,0,0,0,0,0,0,0,0,0,0.0829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",47,236.21110277856,1.13542503652518
"67","EF2010_T034_L045_2010.05.27_134758_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,45,"2010.05.27",134758,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",53,236.21110277856,0
"68","EF2010_T034_L050_2010.05.27_134802_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,50,"2010.05.27",134802,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",3.2044,0.715,2.2463,2.2313,0.125,1,3.2044,0.715,2.2463,2.2313,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3.2044,0,0,0,0,0,0,0,0,0,2.2463,0,0,0,0,0,0,0,0,0,0.715,0,0,0,0,0,0,0,0,0,0.1253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"",NA,"Miscanthus","1",58,236.21110277856,1.35658314207356
"69","EF2010_T034_L055_2010.05.27_134805_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,55,"2010.05.27",134805,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",3.7422,0.7422,2.3317,1.9834,0.116,2,3.7422,0.7422,2.3317,1.9834,0.116,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3.7422,0,0,0,0,0,0,0,0,0,2.3317,0,0,0,0,0,0,0,0,0,0.7422,0,0,0,0,0,0,0,0,0,0.1156,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",64,236.21110277856,1.58426083955426
"70","EF2010_T034_L060_2010.05.27_134808_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,60,"2010.05.27",134808,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",8.4691,1.1875,3.7307,1.4022,0.175,3,8.4691,1.1875,3.7307,1.4022,0.175,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2.8363,0,0,5.6328,0,0,0,0,0,0,0.2209,0,0,3.5098,0,0,0,0,0,0,0.0703,0,0,1.1172,0,0,0,0,0,0,0.0014,0,0,0.174,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",70,236.21110277856,3.58539454766421
"71","EF2010_T034_L065_2010.05.27_134811_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,65,"2010.05.27",134811,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",76,236.21110277856,0
"72","EF2010_T034_L070_2010.05.27_134814_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,70,"2010.05.27",134814,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",82,236.21110277856,0
"73","EF2010_T034_L075_2010.05.27_134817_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,75,"2010.05.27",134817,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",88,236.21110277856,0
"74","EF2010_T034_L080_2010.05.27_134820_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,80,"2010.05.27",134820,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",94,236.21110277856,0
"75","EF2010_T034_L085_2010.05.27_134823_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,85,"2010.05.27",134823,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",3.1391,0.6226,1.956,1.9834,0.097,1,3.1391,0.6226,1.956,1.9834,0.097,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3.1391,0,0,0,0,0,0,0,0,0,1.956,0,0,0,0,0,0,0,0,0,0.6226,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"",NA,"Miscanthus","1",99,236.21110277856,1.32893837888001
"76","EF2010_T034_L090_2010.05.27_134827_001_AP.jpg","6/1/2010","15:48:50","EF2010",34,90,"2010.05.27",134827,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",3.8331,1.5205,4.7768,3.9668,0.474,1,3.8331,1.5205,4.7768,3.9668,0.474,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3.8331,0,0,0,0,0,0,0,0,0,4.7768,0,0,0,0,0,0,0,0,0,1.5205,0,0,0,0,0,0,0,0,0,0.4737,0,0,0,0,0,0,0,0,0,1,0,0,NA,"",NA,"Miscanthus","1",105,236.21110277856,1.62274336595998
"115","EF2010_T081_L001_2010.05.27_140857_001_AP.jpg","6/1/2010","16:20:34","EF2010",81,1,"2010.05.27",140857,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Prairie","1",1,236.21110277856,0
"116","EF2010_T081_L005_2010.05.27_140917_001_AP.jpg","6/1/2010","16:20:34","EF2010",81,5,"2010.05.27",140917,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Prairie","1",6,236.21110277856,0
