Operator,Img,MeasDate,MeasTime,Experiment,Tube,Location,Date,Time,Session,DataGatherer,ImgType,PxSizeH,PxSizeV,Fungae,Undefined,Undefined,Undefined,TotLength.mm,TotProjArea.mm2,TotSurfArea.mm2,TotAvgDiam.10ths.mm,TotVolume.mm3,TotNumberOfTips,AliveLength.mm,AliveProjArea.mm2,AliveSurfArea.mm2,AliveAvgDiam.10ths.mm,AliveVolume.mm3,AliveNumberOfTips,DeadLength.mm,DeadProjArea.mm2,DeadSurfArea.mm2,DeadAvgDiam.10ths.mm,DeadVolume.mm3,DeadNumberOfTips,GoneLength.mm,GoneProjArea.mm2,GoneSurfArea.mm2,GoneAvgDiam.10ths.mm,GoneVolume.mm3,GoneNumberOfTips,NumberOfClasses,L0to0.5,L0.5to1,L1to1.5,L1.5to2,L2to2.5,L2.5to3,L3to3.5,L3.5to4,L4to4.5,Lgreaterthan4.5,SA0to0.5,SA0.5to1,SA1to1.5,SA1.5to2,SA2to2.5,SA2.5to3,SA3to3.5,SA3.5to4,SA4to4.5,SAgreaterthan4.5,PA0to0.5,PA0.5to1,PA1to1.5,PA1.5to2,PA2to2.5,PA2.5to3,PA3to3.5,PA3.5to4,PA4to4.5,PAgreaterthan4.5,V0to0.5,V0.5to1,V1to1.5,V1.5to2,V2to2.5,V2.5to3,V3to3.5,V3.5to4,V4to4.5,Vgreaterthan4.5,T0to0.5,T0.5to1,T1to1.5,T1.5to2,T2to2.5,T2.5to3,T3to3.5,T3.5to4,T4to4.5,Tgreaterthan4.5,,ImageNotes,
AN,CONSISTEST_T001_L011_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,11,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,26.3639,7.7991,24.5015,2.9582,1.892,5,26.3639,7.7991,24.5015,2.9582,1.892,5,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,1.5354,6.8179,4.2723,6.6076,7.1307,0.0000,0.0000,0.0000,0.0000,0.0000,0.8894,4.8377,3.5598,7.0592,8.1556,0.0000,0.0000,0.0000,0.0000,0.0000,0.2831,1.5399,1.1331,2.2470,2.5960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0411,0.2736,0.2362,0.6005,0.7424,0.0000,0.0000,0,0,0,2,1,0,1,1,0,0,,,
AN,CONSISTEST_T001_L012_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,12,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,3.9112,1.0168,3.1943,2.5997,0.219,1,3.9112,1.0168,3.1943,2.5997,0.219,1,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.5954,1.4957,0.3946,1.4254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1.0326,0.3356,1.4928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1061,0.3287,0.1068,0.4752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0149,0.0568,0.0228,0.1246,0.0000,0.0000,0.0000,0,0,0,1,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L013_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,13,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L014_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,14,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L015_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,15,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L016_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,16,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L017_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,17,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L018_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,18,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,2.9391,0.5016,1.5757,1.7065,0.069,2,2.9391,0.5016,1.5757,1.7065,0.069,2,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.9469,1.2952,0.6970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4081,0.7089,0.4587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1299,0.2256,0.1460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0311,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,2,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L019_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,19,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L020_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,20,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L021_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,21,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,17.4321,8.7607,27.5227,5.0256,3.824,5,17.4321,8.7607,27.5227,5.0256,3.824,5,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.5797,0.3958,5.3932,0.7584,10.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.5308,0.4276,6.4340,1.0126,19.1175,0.0000,0.0000,0.0000,0.0000,0.0000,0.1690,0.1361,2.0480,0.3223,6.0853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0387,0.0368,0.6116,0.1076,3.0294,0,0,0,0,0,1,1,1,0,2,,,
AN,CONSISTEST_T001_L022_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,22,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L023_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,23,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,6.3842,1.6977,5.3335,2.6592,0.366,1,6.3842,1.6977,5.3335,2.6592,0.366,1,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,3.6434,0.9158,1.8250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6220,0.7753,1.9362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8346,0.2468,0.6163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1506,0.0523,0.1636,0.0000,0.0000,0.0000,0,0,0,0,1,0,0,0,0,0,,,
AN,CONSISTEST_T001_L024_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,24,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L025_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,25,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L026_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,26,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L027_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,27,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
AN,CONSISTEST_T001_L028_2011.06.06_155541_001_CKB.jpg,5/19/2014,17:13:20,CONSISTEST,1,28,2011.06.06,155541,001,CKB,Clr,0.025602,0.027397,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
