"","Img","MeasDate","MeasTime","Tube","Location","PxSizeH","PxSizeV","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","Crop","RepSet","AnyRootsRef","AnyRootsLog","AnyRootsTrace","Subject","Frame"
"11","CONSISTEST_T001_L011_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,11,0.024129,0.025157,33.9517,6.7623,21.2445,1.9918,1.641,5,33.9517,6.7623,21.2445,1.9918,1.641,5,0,0,0,0,0,0,0,0,0,0,0,0,10,11.2987,1.192,1.192,1.1943,8.0282,0.5064,0.5064,10.0336,0,0,0.8988,0.2809,0.4681,0.6568,5.5881,0.4375,0.5171,12.3973,0,0,0.2861,0.0894,0.149,0.2091,1.7787,0.1393,0.1646,3.9462,0,0,0.0058,0.0053,0.0146,0.0288,0.3096,0.0301,0.042,1.2191,0,0,4,0,0,0,1,0,0,0,0,0,"Corn",0,"y","y","y","AP",11
"12","CONSISTEST_T001_L012_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,12,0.024129,0.025157,16.1308,1.5685,4.9275,0.9723,0.198,4,16.1308,1.5685,4.9275,0.9723,0.198,4,0,0,0,0,0,0,0,0,0,0,0,0,10,8.5327,0.6651,0.6651,6.268,0,0,0,0,0,0,0.674,0.1567,0.2612,3.8356,0,0,0,0,0,0,0.2145,0.0499,0.0831,1.2209,0,0,0,0,0,0,0.0043,0.0029,0.0082,0.187,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"Misc",5,"y","y","y","AP",12
"13","CONSISTEST_T001_L013_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,13,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","AP",13
"14","CONSISTEST_T001_L014_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,14,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","AP",14
"15","CONSISTEST_T001_L015_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,15,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","AP",15
"16","CONSISTEST_T001_L016_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,16,0.024129,0.025157,6.23,0.1535,0.4823,0.2464,0.003,2,6.23,0.1535,0.4823,0.2464,0.003,2,0,0,0,0,0,0,0,0,0,0,0,0,10,6.23,0,0,0,0,0,0,0,0,0,0.4823,0,0,0,0,0,0,0,0,0,0.1535,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Misc",0,"y","y","y","AP",16
"17","CONSISTEST_T001_L017_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,17,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prairie",0,"n","n","n","AP",17
"18","CONSISTEST_T001_L018_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,18,0.024129,0.025157,9.8196,0.242,0.7602,0.2464,0.005,4,9.8196,0.242,0.7602,0.2464,0.005,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9.8196,0,0,0,0,0,0,0,0,0,0.7602,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"Prairie",11,"y","y","y","AP",18
"19","CONSISTEST_T001_L019_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,19,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","AP",19
"20","CONSISTEST_T001_L020_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,20,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","AP",20
"21","CONSISTEST_T001_L021_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,21,0.024129,0.025157,19.08,6.9587,21.8614,3.6471,2.305,5,19.08,6.9587,21.8614,3.6471,2.305,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9128,0.0989,0.0989,0.1218,4.3564,0.5013,0.5013,8.8818,0,3.6069,0.0727,0.0233,0.0388,0.0687,3.0404,0.4331,0.5118,10.9709,0,6.7017,0.0231,0.0074,0.0124,0.0219,0.9678,0.1379,0.1629,3.4921,0,2.1332,5e-04,4e-04,0.0012,0.0031,0.1689,0.0298,0.0416,1.0785,0,0.9909,2,0,0,1,1,0,0,0,0,1,"Switch",0,"y","y","y","AP",21
"22","CONSISTEST_T001_L022_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,22,0.024129,0.025157,3.8915,0.0959,0.3013,0.2464,0.002,1,3.8915,0.0959,0.3013,0.2464,0.002,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3.8915,0,0,0,0,0,0,0,0,0,0.3013,0,0,0,0,0,0,0,0,0,0.0959,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Prairie",0,"y","y","y","AP",22
"23","CONSISTEST_T001_L023_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,23,0.024129,0.025157,5.7717,0.1422,0.4468,0.2464,0.003,1,5.7717,0.1422,0.4468,0.2464,0.003,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5.7717,0,0,0,0,0,0,0,0,0,0.4468,0,0,0,0,0,0,0,0,0,0.1422,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Prairie",0,"y","y","y","AP",23
"24","CONSISTEST_T001_L024_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,24,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","AP",24
"25","CONSISTEST_T001_L025_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,25,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","AP",25
"26","CONSISTEST_T001_L026_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,26,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"y","n","n","AP",26
"27","CONSISTEST_T001_L027_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,27,0.024129,0.025157,9.7139,1.915,6.0163,1.9714,0.297,1,9.7139,1.915,6.0163,1.9714,0.297,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9.7139,0,0,0,0,0,0,0,0,0,6.0163,0,0,0,0,0,0,0,0,0,1.915,0,0,0,0,0,0,0,0,0,0.2965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Prairie",0,"y","y","y","AP",27
"28","CONSISTEST_T001_L028_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,28,0.024129,0.025157,19.9659,2.8519,8.9596,1.4284,0.405,3,19.9659,2.8519,8.9596,1.4284,0.405,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5.3564,0.7628,0.7628,13.0839,0,0,0,0,0,0,0.4301,0.1797,0.2996,8.0502,0,0,0,0,0,0,0.1369,0.0572,0.0954,2.5624,0,0,0,0,0,0,0.0028,0.0034,0.0094,0.3944,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,"Prairie",12,"y","y","y","AP",28
"29","CONSISTEST_T001_L029_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,29,0.024129,0.025157,5.655,1.6429,5.1615,2.9053,0.414,2,5.655,1.6429,5.1615,2.9053,0.414,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3.6831,0,0,0,1.9719,0,0,0,0,0,2.5663,0,0,0,2.5952,0,0,0,0,0,0.8169,0,0,0,0.8261,0,0,0,0,0,0.1423,0,0,0,0.2718,0,0,0,0,0,1,0,0,0,1,0,"Switch",9,"y","y","y","AP",29
"30","CONSISTEST_T001_L030_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,30,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch",0,"n","n","n","AP",30
"31","CONSISTEST_T001_L031_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,31,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"n","n","n","AP",31
"32","CONSISTEST_T001_L032_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,32,0.024129,0.025157,36.5152,3.3216,10.4351,0.9096,0.415,8,36.5152,3.3216,10.4351,0.9096,0.415,8,0,0,0,0,0,0,0,0,0,0,0,0,10,21.037,1.1817,1.1817,13.1149,0,0,0,0,0,0,1.6525,0.2784,0.464,8.0401,0,0,0,0,0,0,0.526,0.0886,0.1477,2.5592,0,0,0,0,0,0,0.0104,0.0052,0.0145,0.3927,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,"Prairie",0,"y","y","y","AP",32
"33","CONSISTEST_T001_L033_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,33,0.024129,0.025157,10.0509,1.9815,6.225,1.9714,0.307,1,10.0509,1.9815,6.225,1.9714,0.307,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10.0509,0,0,0,0,0,0,0,0,0,6.225,0,0,0,0,0,0,0,0,0,1.9815,0,0,0,0,0,0,0,0,0,0.3068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Switch",0,"y","y","y","AP",33
"34","CONSISTEST_T001_L034_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,34,0.024129,0.025157,15.8361,1.828,5.7428,1.1543,0.243,4,15.8361,1.828,5.7428,1.1543,0.243,4,0,0,0,0,0,0,0,0,0,0,0,0,10,6.5829,0.857,0.857,6.6073,0.9318,0,0,0,0,0,0.5269,0.2019,0.3366,4.0324,0.645,0,0,0,0,0,0.1677,0.0643,0.1071,1.2836,0.2053,0,0,0,0,0,0.0034,0.0038,0.0105,0.1961,0.0355,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"Misc",5,"y","y","y","AP",34
"35","CONSISTEST_T001_L035_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,35,0.024129,0.025157,77.145,17.2193,54.096,2.2321,5.888,15,77.145,17.2193,54.096,2.2321,5.888,15,0,0,0,0,0,0,0,0,0,0,0,0,10,35.7109,1.3959,1.3959,2.7397,8.3165,0.5814,0.5814,0.5814,12.0054,13.8364,2.7929,0.3289,0.5482,1.5996,5.7944,0.5023,0.5937,0.685,15.8418,25.4093,0.889,0.1047,0.1745,0.5092,1.8444,0.1599,0.189,0.218,5.0426,8.088,0.0175,0.0062,0.0171,0.0746,0.3213,0.0345,0.0482,0.0642,1.6636,3.7309,12,0,0,0,1,0,0,0,2,0,"Prairie",0,"n","y","y","AP",35
"36","CONSISTEST_T001_L036_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,36,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corn",3,"y","n","n","AP",36
"37","CONSISTEST_T001_L037_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,37,0.024129,0.025157,33.8399,2.108,6.6224,0.6229,0.229,10,33.8399,2.108,6.6224,0.6229,0.229,10,0,0,0,0,0,0,0,0,0,0,0,0,10,25.7585,1.1055,1.1055,1.1055,4.7648,0,0,0,0,0,2.0165,0.2605,0.4341,0.6078,3.3034,0,0,0,0,0,0.6419,0.0829,0.1382,0.1935,1.0515,0,0,0,0,0,0.0126,0.0049,0.0136,0.0266,0.1823,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,"Switch",0,"y","y","y","AP",37
"38","CONSISTEST_T001_L038_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,38,0.024129,0.025157,2.2699,0.0559,0.1757,0.2464,0.001,2,2.2699,0.0559,0.1757,0.2464,0.001,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2.2699,0,0,0,0,0,0,0,0,0,0.1757,0,0,0,0,0,0,0,0,0,0.0559,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Corn",0,"y","y","y","AP",38
"39","CONSISTEST_T001_L039_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,39,0.024129,0.025157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Misc",0,"y","n","n","AP",39
"40","CONSISTEST_T001_L040_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,40,0.024129,0.025157,18.1195,2.278,7.1566,1.2572,0.328,2,18.1195,2.278,7.1566,1.2572,0.328,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7.5022,0,0,10.6173,0,0,0,0,0,0,0.5808,0,0,6.5758,0,0,0,0,0,0,0.1849,0,0,2.0931,0,0,0,0,0,0,0.0036,0,0,0.3241,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Misc",4,"y","y","y","AP",40
"41","CONSISTEST_T001_L041_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,41,0.024129,0.025157,7.3191,2.1849,6.864,2.9852,0.629,1,7.3191,2.1849,6.864,2.9852,0.629,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4.2334,0.3226,0.3226,0.3226,0.3168,0.2723,1.5288,0,0,0,2.622,0.228,0.2787,0.3293,0.3728,0.3636,2.6695,0,0,0,0.8346,0.0726,0.0887,0.1048,0.1187,0.1157,0.8497,0,0,0,0.1292,0.0128,0.0192,0.0268,0.0349,0.0386,0.3724,0,0,0,0,0,0,0,0,0,1,"Corn",0,"y","y","y","AP",41
"42","CONSISTEST_T001_L042_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,42,0.024129,0.025157,5.692,1.4516,4.5603,2.5502,0.318,2,5.692,1.4516,4.5603,2.5502,0.318,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3.4526,0.2969,0.2969,0.2969,1.3487,0,0,0,0,0,2.1384,0.2099,0.2565,0.3031,1.6523,0,0,0,0,0,0.6807,0.0668,0.0816,0.0965,0.526,0,0,0,0,0,0.1054,0.0118,0.0176,0.0246,0.1612,0,0,0,0,0,2,0,0,0,0,0,0,"Switch",9,"y","y","y","AP",42
"43","CONSISTEST_T001_L043_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,43,0.024129,0.025157,1.4292,0.0352,0.1106,0.2464,0.001,1,1.4292,0.0352,0.1106,0.2464,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1.4292,0,0,0,0,0,0,0,0,0,0.1106,0,0,0,0,0,0,0,0,0,0.0352,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Misc",6,"y","y","y","AP",43
"44","CONSISTEST_T001_L044_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,44,0.024129,0.025157,20.1328,3.4776,10.9253,1.7273,0.517,3,20.1328,3.4776,10.9253,1.7273,0.517,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2.1328,0.588,0.588,16.8241,0,0,0,0,0,0,0.177,0.1385,0.2309,10.3789,0,0,0,0,0,0,0.0563,0.0441,0.0735,3.3037,0,0,0,0,0,0,0.0012,0.0026,0.0072,0.5097,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,"Prairie",12,"y","y","y","AP",44
"45","CONSISTEST_T001_L045_2011.06.06_155541_001_CKB.jpg","6/6/2011","15:11:47",1,45,0.024129,0.025157,14.2325,4.1683,13.095,2.9287,1.263,2,14.2325,4.1683,13.095,2.9287,1.263,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3.9049,0,0,0,0,0,0,10.3276,0,0,0.3023,0,0,0,0,0,0,12.7927,0,0,0.0962,0,0,0,0,0,0,4.072,0,0,0.0019,0,0,0,0,0,0,1.261,0,0,1,0,0,0,0,0,0,1,0,0,"Prairie",0,"y","y","y","AP",45
